source_path,line,topic,keywords,excerpt,context
00_original_metatime/Metatime-main/simulations/Standard Model/plots.py,18,other,Collatz,║    2. Collatz Orbits (Twin Prime Families)                                 ║,"16: ║  Figures:                                                                  ║
17: ║    1. S² Manifold with Berry Phases                                        ║
18: ║    2. Collatz Orbits (Twin Prime Families)                                 ║
19: ║    3. Fermion Mass Spectrum (Observation vs Prediction)                    ║
20: ║    4. Neutrino Mass-Squared Splittings with Corrections                    ║"
00_original_metatime/Metatime-main/simulations/Standard Model/plots.py,118,other,up,"ax2.legend(loc='upper left', fontsize=10)","116:     ax2.set_yticklabels(['0', '$\\pi/2$', '$\\pi$', '$3\\pi/2$', '$2\\pi$'])
117:     ax2.grid(True, alpha=0.3)
118:     ax2.legend(loc='upper left', fontsize=10)
119:     
120:     # Subplot 3: Linking numbers on S²"
00_original_metatime/Metatime-main/simulations/Standard Model/plots.py,126,other,up,"# k=0 sector (main body, upper hemisphere)","124:     theta_sec = np.linspace(0, np.pi, 100)
125:     
126:     # k=0 sector (main body, upper hemisphere)
127:     ax3.fill_between(theta_sec, -2, 0, where=(theta_sec < np.pi/2), 
128:                       alpha=0.3, color='blue', label='$k=0$ sector (main body)')"
00_original_metatime/Metatime-main/simulations/Standard Model/plots.py,134,other,neutrino,# Mark neutrino positions,"132:                       alpha=0.3, color='orange', label='$k=1$ sector (first bulb)')
133:     
134:     # Mark neutrino positions
135:     ax3.scatter([np.pi/4, np.pi/3], [-1, -1], s=200, marker='o', color='blue', 
136:                edgecolors='darkblue', linewidth=2, label='$\\nu_1, \\nu_2$ ($k=0$)', zorder=5)"
00_original_metatime/Metatime-main/simulations/Standard Model/plots.py,141,other,top,"ax3.set_ylabel('Topological amplitude (arb.)', fontsize=11)","139:     
140:     ax3.set_xlabel('Linking number sector angle $\\theta$', fontsize=11)
141:     ax3.set_ylabel('Topological amplitude (arb.)', fontsize=11)
142:     ax3.set_title('(c) Neutrino Linking Numbers\non Mandelbrot Sectors', fontsize=12, fontweight='bold')
143:     ax3.set_xticks([0, np.pi/4, np.pi/2, 3*np.pi/4, np.pi])"
00_original_metatime/Metatime-main/simulations/Standard Model/plots.py,142,other,neutrino,"ax3.set_title('(c) Neutrino Linking Numbers\non Mandelbrot Sectors', fontsize=12, fontweight='bold')","140:     ax3.set_xlabel('Linking number sector angle $\\theta$', fontsize=11)
141:     ax3.set_ylabel('Topological amplitude (arb.)', fontsize=11)
142:     ax3.set_title('(c) Neutrino Linking Numbers\non Mandelbrot Sectors', fontsize=12, fontweight='bold')
143:     ax3.set_xticks([0, np.pi/4, np.pi/2, 3*np.pi/4, np.pi])
144:     ax3.set_xticklabels(['0', '$\\pi/4$', '$\\pi/2$', '$3\\pi/4$', '$\\pi$'])"
00_original_metatime/Metatime-main/simulations/Standard Model/plots.py,146,other,up,"ax3.legend(loc='upper center', fontsize=9, ncol=1)","144:     ax3.set_xticklabels(['0', '$\\pi/4$', '$\\pi/2$', '$3\\pi/4$', '$\\pi$'])
145:     ax3.set_ylim([-2.5, 2.5])
146:     ax3.legend(loc='upper center', fontsize=9, ncol=1)
147:     ax3.grid(True, alpha=0.3)
148:     "
00_original_metatime/Metatime-main/simulations/Standard Model/plots.py,156,other,Collatz,# FIGURE 2: COLLATZ ORBITS,"154: 
155: # ════════════════════════════════════════════════════════════════════════════
156: # FIGURE 2: COLLATZ ORBITS
157: # ════════════════════════════════════════════════════════════════════════════
158: "
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/Module: Berry Monopole A on S#U00b2.py,3,other,up,"# Dirac monopole, minimal coupling:","1: # For toy S²: spherical coordinates (θ, φ)
2: def berry_connection(theta_i, phi_i):
3:     # Dirac monopole, minimal coupling:
4:     # A_phi = g*(1 - cos θ), g = monopole charge (set 1 for simplicity)
5:     g = 1.0"
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/README.md,6,other,top,2. **Berry Monopole Holonomy**: Introduce monopole Berry connection A on S² for true topological holonomy.,"4: 
5: 1. **β-Calibration**: Fit global scale factor β to match experimental F_i from PDG.
6: 2. **Berry Monopole Holonomy**: Introduce monopole Berry connection A on S² for true topological holonomy.
7: 3. **Extension to Hadron/ Meson F_ij**: Compute baryon and meson topological factors based on quark F_ij.
8: "
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/README.md,52,other,top,- Heatmaps for visual inspection of topological effects,"50: 
51: - Holonomy-based F_ij matrices (`F_holonomy_directional.csv`, `F_holonomy_sym.csv`)
52: - Heatmaps for visual inspection of topological effects
53: 
54: ---"
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/README.md,75,other,top,- Heatmaps and top deviations,"73: - F_ij matrices for baryons/mesons (`F_baryons.csv`, `F_mesons.csv`)
74: - Block statistics for generational hierarchies
75: - Heatmaps and top deviations
76: 
77: ---"
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/README.md,82,other,top,2. **Step 2:** Replace Δθ with Berry monopole holonomy for topologically accurate matrices.,"80: 
81: 1. **Step 1:** Run β-calibration to obtain realistic F_ij for fermions.
82: 2. **Step 2:** Replace Δθ with Berry monopole holonomy for topologically accurate matrices.
83: 3. **Step 3:** Extend F_ij to hadrons and mesons for full SM analysis.
84: 4. **Step 4:** Generate CSVs, heatmaps, block statistics, and top deviation lists for interpretation."
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/README.md,84,other,top,"4. **Step 4:** Generate CSVs, heatmaps, block statistics, and top deviation lists for interpretation.","82: 2. **Step 2:** Replace Δθ with Berry monopole holonomy for topologically accurate matrices.
83: 3. **Step 3:** Extend F_ij to hadrons and mesons for full SM analysis.
84: 4. **Step 4:** Generate CSVs, heatmaps, block statistics, and top deviation lists for interpretation.
85: 
86: ---"
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/README.md,97,other,up,- [Geometria.txt](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/attachments/155418183/03175cba-a283-42d4-9c03-d044bb64cda0/Geometria.txt),"95: ## References
96: 
97: - [Geometria.txt](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/attachments/155418183/03175cba-a283-42d4-9c03-d044bb64cda0/Geometria.txt)  
98: - [Formal_SM.pdf](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/collection_2b2a0a80-47ee-4fba-b46c-ac83141a80a7/3fbac86f-c599-4c88-9086-0b0b750d539f/Formal_SM.pdf)  
99: - [White_threads.pdf](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/collection_2b2a0a80-47ee-4fba-b46c-ac83141a80a7/b37e2e2a-74a2-4dbd-bb4f-28aaef49f38d/White_threads.pdf)"
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/README.md,98,other,up,- [Formal_SM.pdf](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/collection_2b2a0a80-47ee-4fba-b46c-ac83141a80a7/3fbac86f-c599-4c88-9086-0b0b750d539f/Formal_SM.pdf),"96: 
97: - [Geometria.txt](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/attachments/155418183/03175cba-a283-42d4-9c03-d044bb64cda0/Geometria.txt)  
98: - [Formal_SM.pdf](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/collection_2b2a0a80-47ee-4fba-b46c-ac83141a80a7/3fbac86f-c599-4c88-9086-0b0b750d539f/Formal_SM.pdf)  
99: - [White_threads.pdf](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/collection_2b2a0a80-47ee-4fba-b46c-ac83141a80a7/b37e2e2a-74a2-4dbd-bb4f-28aaef49f38d/White_threads.pdf)
100: "
00_original_metatime/Metatime-main/simulations/Toy-Model White-Thread Matrix F_ij #U2014 Next Steps/README.md,99,other,up,- [White_threads.pdf](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/collection_2b2a0a80-47ee-4fba-b46c-ac83141a80a7/b37e2e2a-74a2-4dbd-bb4f-28aaef49f38d/White_threads.pdf),"97: - [Geometria.txt](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/attachments/155418183/03175cba-a283-42d4-9c03-d044bb64cda0/Geometria.txt)  
98: - [Formal_SM.pdf](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/collection_2b2a0a80-47ee-4fba-b46c-ac83141a80a7/3fbac86f-c599-4c88-9086-0b0b750d539f/Formal_SM.pdf)  
99: - [White_threads.pdf](https://ppl-ai-file-upload.s3.amazonaws.com/web/direct-files/collection_2b2a0a80-47ee-4fba-b46c-ac83141a80a7/b37e2e2a-74a2-4dbd-bb4f-28aaef49f38d/White_threads.pdf)
100: 
101: ---"
00_original_metatime/Metatime-main/AGENT6.md,48,mass_or_fermion,lepton;neutrino;quark,"6. sector inheritance (leptons, neutrinos, quarks, hadrons, cosmology)","46: 4. holonomy / transport layer
47: 5. constant genesis and calibration logic
48: 6. sector inheritance (leptons, neutrinos, quarks, hadrons, cosmology)
49: 7. phenomenology, fits, and observational interfaces
50: "
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,2,mass_or_fermion,CKM;Collatz;White-Thread;boson;lepton;mass;masses;quark,"The Standard Model of particle physics and the $\Lambda$CDM cosmological model contain approximately 30 free parameters, whose values are determined experimentally but lack a fundamental explanation. This work presents a unified theory—Metatime—derived from three mathematical axioms: (i) the least instability principle on a Kähler manifold (the Bloch sphere), (ii) the identification of stable information carriers with twin prime pairs $(p,p+2)$, and (iii) the Collatz dynamics $3n+1$ (expansion) ","1: \begin{abstract}
2: The Standard Model of particle physics and the $\Lambda$CDM cosmological model contain approximately 30 free parameters, whose values are determined experimentally but lack a fundamental explanation. This work presents a unified theory—Metatime—derived from three mathematical axioms: (i) the least instability principle on a Kähler manifold (the Bloch sphere), (ii) the identification of stable information carriers with twin prime pairs $(p,p+2)$, and (iii) the Collatz dynamics $3n+1$ (expansion) and $n/2$ (condensation) as the unique evolution law ensuring fractal self-similarity. From these axioms, all physical constants emerge as geometric and number-theoretic quantities: the spectral peaks $\alpha=1.37$, $\beta=1.214377$, $\gamma=1.05$ from the divisor function $\sigma(n)/n$, the critical radius $R_{\text{crit}}=1.5403$ from Kähler geometry, and the instability $\delta=1-\beta/R_{\text{crit}}=0.2118$. Particle masses are calculated from Collatz orbit lengths $L$ via $\lambda=(L/L_{\text{base}})^2$, with $L_{\text{base}}=7$ for the seed $(3,5)$. The theory reproduces all known masses of quarks, leptons, gauge bosons, and hadrons, as well as the CKM matrix elements, without any adjustable parameters. The cosmological constant is derived as $\Lambda\sim10^{-125}$ in Planck units, and dark matter emerges as a holonomy effect with density $\Omega_{\text{DM}}/\Omega_B\approx5$, consistent with Planck data. A fifth force—White-Thread holonomy—is identified a"
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,8,mass_or_fermion,fermion;mass;masses;up,"For nearly a century, the Standard Model of particle physics and the $\Lambda$CDM cosmological model have provided an extraordinarily accurate description of nature at both microscopic and macroscopic scales. Yet, both frameworks share a profound conceptual weakness: they contain a large number of free parameters whose values must be taken from experiment, with no underlying explanation. The Standard Model alone has 19 parameters—masses of fermions, mixing angles, coupling constants—while $\Lamb","6: \label{sec:introduction}
7: 
8: For nearly a century, the Standard Model of particle physics and the $\Lambda$CDM cosmological model have provided an extraordinarily accurate description of nature at both microscopic and macroscopic scales. Yet, both frameworks share a profound conceptual weakness: they contain a large number of free parameters whose values must be taken from experiment, with no underlying explanation. The Standard Model alone has 19 parameters—masses of fermions, mixing angles, coupling constants—while $\Lambda$CDM adds several more, including the cosmological constant and the dark matter density. This state of affairs suggests that these models, however successful, are effective theories awaiting a more fundamental derivation.
9: 
10: Efforts to reduce this arbitrariness have a long history. Grand unified theories (GUTs) reduce the number of gauge couplings but introduce new free parameters. String theory offers a rich mathematical structure but suffers from a vast landscape of vacua. Loop quantum gravity quantizes geometry but does not predict the particle spectrum. What has been missing is a single, compelling principle from which all parameters follow uniquely."
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,16,white_thread,White-Thread,"\item \textbf{Axiom I (Geometry):} The fundamental arena is a Kähler manifold, realized as the Bloch sphere $\mathbb{CP}^1$, equipped with a Berry connection and White-Thread holonomies. The geometry is characterized by a critical radius $R_{\text{crit}}$ arising from the least instability principle.","14: The theory rests on three axioms:
15: \begin{enumerate}
16:     \item \textbf{Axiom I (Geometry):} The fundamental arena is a Kähler manifold, realized as the Bloch sphere $\mathbb{CP}^1$, equipped with a Berry connection and White-Thread holonomies. The geometry is characterized by a critical radius $R_{\text{crit}}$ arising from the least instability principle.
17:     \item \textbf{Axiom II (Number Theory):} Stable information carriers (the seeds of particles) are twin prime pairs $(p,p+2)$. These are the only configurations that preserve unitarity under phase transformations, acting as minimal identity functors in categorical terms.
18:     \item \textbf{Axiom III (Dynamics):} The evolution of a seed is given by the Collatz algorithm: if $n$ is odd, $n\to 3n+1$ (expansion); if $n$ is even, $n\to n/2$ (condensation). This is the unique rule that balances constructive and destructive interference on the Kähler manifold, preventing runaway divergence or trivial collapse."
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,23,mass_or_fermion,CKM;Collatz;Higgs;charm;eigenvalue;electron;mass;masses;muon;quark;tau,"The mass of any particle is then obtained from the length $L$ of the Collatz orbit of its seed. Defining $L_{\text{base}}=7$ (the orbit length of the seed $(3,5)$), the eigenvalue is $\lambda=(L/L_{\text{base}})^2$, and the physical mass is $m=\mu_0 \lambda^{\alpha}$ with sector-dependent exponents $\alpha$ and scales $\mu_0$ calibrated to a single point (e.g., the electron or charm quark). All other masses—including those of the muon, tau, quarks, $W$, $Z$, Higgs, and hadrons—are predictions, n","21: From these axioms, we derive a set of geometric constants: the spectral peaks $\alpha=1.37$, $\beta=1.214377$, $\gamma=1.05$ emerging from the divisor function $R(n)=\sigma(n)/n$ for odd $n$, the critical radius $R_{\text{crit}}=1.5403$, and the fundamental instability $\delta=1-\beta/R_{\text{crit}}=0.2118$. These numbers are not fitted; they are calculated from the geometry and number theory.
22: 
23: The mass of any particle is then obtained from the length $L$ of the Collatz orbit of its seed. Defining $L_{\text{base}}=7$ (the orbit length of the seed $(3,5)$), the eigenvalue is $\lambda=(L/L_{\text{base}})^2$, and the physical mass is $m=\mu_0 \lambda^{\alpha}$ with sector-dependent exponents $\alpha$ and scales $\mu_0$ calibrated to a single point (e.g., the electron or charm quark). All other masses—including those of the muon, tau, quarks, $W$, $Z$, Higgs, and hadrons—are predictions, not fits. The CKM matrix elements and the CP-violating phase follow from differences in Berry phases of the quark cycles.
24: 
25: The theory naturally extends to cosmology. The modified Einstein equations become"
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,31,mass_or_fermion,White-Thread;mass,"A fifth force—White-Thread holonomy—is identified as the origin of quantum entanglement. It acts non-locally, preserving phase coherence across space-like separations, and predicts measurable anomalies in decoherence rates near massive bodies. The theory also resolves the singularity problem: at $r=R_{\text{crit}}$, the holonomic inverts, replacing black holes with white nodes, and providing a natural cutoff.","29: where $T_{\mu\nu}$ is the iteration density tensor derived from the Collatz operator. This yields a logarithmic correction to the Newtonian potential, $\Phi(r)\sim -1/r \cdot [1+\ln(r/R_{\text{crit}})]$, explaining galactic rotation without dark matter. The cosmological constant emerges as $\Lambda_{\text{eff}} = \delta / R_{\text{inside}}$ in a black-hole cosmology where our universe is the interior of a white node. Dark matter appears as a holonomy effect with density $\Omega_{\text{DM}}/\Omega_B \approx 5$, matching Planck observations.
30: 
31: A fifth force—White-Thread holonomy—is identified as the origin of quantum entanglement. It acts non-locally, preserving phase coherence across space-like separations, and predicts measurable anomalies in decoherence rates near massive bodies. The theory also resolves the singularity problem: at $r=R_{\text{crit}}$, the holonomic inverts, replacing black holes with white nodes, and providing a natural cutoff.
32: 
33: The paper is organized as follows. Section~\ref{sec:axioms} presents the three axioms in detail. Section~\ref{sec:geometric_constants} derives the geometric constants $\alpha,\beta,\gamma,R_{\text{crit}},\delta$ from the least instability principle and the divisor function. Section~\ref{sec:operator} defines the information operator $O_I$ and its relation to the Riemann zeta zeros. Section~\ref{sec:eigenvalues} computes the eigenvalues $\lambda$ from Collatz orbits for all seeds. Section~\ref{sec:masses} gives the"
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,33,mass_or_fermion,CKM;Collatz;eigenvalue;mass;masses,"The paper is organized as follows. Section~\ref{sec:axioms} presents the three axioms in detail. Section~\ref{sec:geometric_constants} derives the geometric constants $\alpha,\beta,\gamma,R_{\text{crit}},\delta$ from the least instability principle and the divisor function. Section~\ref{sec:operator} defines the information operator $O_I$ and its relation to the Riemann zeta zeros. Section~\ref{sec:eigenvalues} computes the eigenvalues $\lambda$ from Collatz orbits for all seeds. Section~\ref{se","31: A fifth force—White-Thread holonomy—is identified as the origin of quantum entanglement. It acts non-locally, preserving phase coherence across space-like separations, and predicts measurable anomalies in decoherence rates near massive bodies. The theory also resolves the singularity problem: at $r=R_{\text{crit}}$, the holonomic inverts, replacing black holes with white nodes, and providing a natural cutoff.
32: 
33: The paper is organized as follows. Section~\ref{sec:axioms} presents the three axioms in detail. Section~\ref{sec:geometric_constants} derives the geometric constants $\alpha,\beta,\gamma,R_{\text{crit}},\delta$ from the least instability principle and the divisor function. Section~\ref{sec:operator} defines the information operator $O_I$ and its relation to the Riemann zeta zeros. Section~\ref{sec:eigenvalues} computes the eigenvalues $\lambda$ from Collatz orbits for all seeds. Section~\ref{sec:masses} gives the full mass spectrum of elementary particles and hadrons. Section~\ref{sec:ckm} derives the CKM matrix. Section~\ref{sec:holonomy_tensor} introduces the holonomy tensor and the modified Einstein equations. Section~\ref{sec:cosmology} develops the cosmological model, including dark energy, dark matter, and the black-hole universe. Section~\ref{sec:fifth_force} discusses the fifth force and entanglement. Section~\ref{sec:predictions} lists experimental predictions. Section~\ref{sec:discussion} compares the theory with other unification attempts, and Se"
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,55,white_thread,White-Thread,\begin{definition}[Berry connection and White-Thread holonomy],"53: The physical relevance of this geometry stems from the Berry connection and its associated holonomies. For a quantum system undergoing cyclic adiabatic evolution, the state acquires a geometric phase — the Berry phase $\gamma_B$ — which is given by the integral of the Berry connection $A$ around the closed loop in parameter space. On the Bloch sphere, this phase equals half the solid angle enclosed by the path.
54: 
55: \begin{definition}[Berry connection and White-Thread holonomy]
56: For a family of Hamiltonians $H(\mathbf{R})$ with nondegenerate eigenstates $|n(\mathbf{R})\rangle$, the Berry connection is $A_n = i \langle n | \nabla_{\mathbf{R}} n \rangle$. The holonomy of this connection around a closed loop $C$ is
57: \["
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,60,white_thread,White-Thread;top,"In Metatime theory, these holonomies are elevated to fundamental objects called \emph{White-Threads}. They are not merely mathematical phases but represent actual topological connections on the Kähler manifold, linking distinct information seeds.","58: W(C) = \exp\left( i \oint_C A_n \cdot d\mathbf{R} \right) = e^{i\gamma_B}.
59: \]
60: In Metatime theory, these holonomies are elevated to fundamental objects called \emph{White-Threads}. They are not merely mathematical phases but represent actual topological connections on the Kähler manifold, linking distinct information seeds.
61: \end{definition}
62: "
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,69,tau_eigenvalue,tau,"S = \int \bigl( R(\tau) - 2 \bigr)^2 \, d\tau,","67: \begin{equation}
68: \label{eq:action}
69: S = \int \bigl( R(\tau) - 2 \bigr)^2 \, d\tau,
70: \end{equation}
71: where $\tau$ is the meta-time (the intrinsic iteration count of the system), and $R(\tau)$ is a dimensionless measure of the manifold's deviation from the ideal state $R=2$."
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,71,tau_eigenvalue,tau,"where $\tau$ is the meta-time (the intrinsic iteration count of the system), and $R(\tau)$ is a dimensionless measure of the manifold's deviation from the ideal state $R=2$.","69: S = \int \bigl( R(\tau) - 2 \bigr)^2 \, d\tau,
70: \end{equation}
71: where $\tau$ is the meta-time (the intrinsic iteration count of the system), and $R(\tau)$ is a dimensionless measure of the manifold's deviation from the ideal state $R=2$.
72: \end{axiom}
73: "
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,99,white_thread,White-Thread,"The fundamental stable information carriers are twin prime pairs $(p,p+2)$. They serve as the initial conditions (seeds) for the dynamical evolution. All composite structures — particles, nuclei, macroscopic matter — are aggregates of these seeds, bound by White-Thread holonomies.","97: 
98: \begin{axiom}[Twin prime seeds]
99: The fundamental stable information carriers are twin prime pairs $(p,p+2)$. They serve as the initial conditions (seeds) for the dynamical evolution. All composite structures — particles, nuclei, macroscopic matter — are aggregates of these seeds, bound by White-Thread holonomies.
100: \end{axiom}
101: "
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,124,mass_or_fermion,Collatz;eigenvalue;mass,"The evolution of any seed $(p,p+2)$ is governed by the Collatz map applied to each component independently. The length $L$ of the trajectory to reach the cycle $4\to2\to1$ is a fundamental invariant, determining the particle's mass via the relation derived in Sec.~\ref{sec:eigenvalues}.","122: 
123: \begin{axiom}[Collatz dynamics]
124: The evolution of any seed $(p,p+2)$ is governed by the Collatz map applied to each component independently. The length $L$ of the trajectory to reach the cycle $4\to2\to1$ is a fundamental invariant, determining the particle's mass via the relation derived in Sec.~\ref{sec:eigenvalues}.
125: \end{axiom}
126: "
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,138,white_thread,White-Thread,\item \textbf{Category $\mathcal{M}$:} Objects are information states on the Kähler manifold; morphisms are Berry phase transformations (White-Threads).,"136: 
137: \begin{itemize}
138:     \item \textbf{Category $\mathcal{M}$:} Objects are information states on the Kähler manifold; morphisms are Berry phase transformations (White-Threads).
139:     \item \textbf{Terminal object:} The perfect state $R=2$ (the cycle $4\to2\to1$), to which all sequences converge.
140:     \item \textbf{Generators:} Twin prime pairs $(p,p+2)$, the minimal objects with nontrivial automorphism group (phase duality)."
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,142,white_thread,White-Thread,\item \textbf{Universal property:} $F$ is the unique endofunctor that makes the diagram of expansion and contraction commute while maintaining coherence of the White-Threads.,"140:     \item \textbf{Generators:} Twin prime pairs $(p,p+2)$, the minimal objects with nontrivial automorphism group (phase duality).
141:     \item \textbf{Functor $F$:} The Collatz map, an endofunctor $\mathcal{M}\to\mathcal{M}$ that preserves the structure of convergence.
142:     \item \textbf{Universal property:} $F$ is the unique endofunctor that makes the diagram of expansion and contraction commute while maintaining coherence of the White-Threads.
143: \end{itemize}
144: "
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,154,tau_eigenvalue,Collatz;eigenvalue,\item The eigenvalues $\lambda$ for each particle are obtained from the Collatz orbit lengths (Sec.~\ref{sec:eigenvalues}).,"152:     \item The geometric constants $\alpha,\beta,\gamma,R_{\text{crit}},\delta$ are calculated (Sec.~\ref{sec:geometric_constants}).
153:     \item The information operator $O_I$ and its fluctuations, linked to the Riemann zeta zeros, are derived (Sec.~\ref{sec:operator}).
154:     \item The eigenvalues $\lambda$ for each particle are obtained from the Collatz orbit lengths (Sec.~\ref{sec:eigenvalues}).
155:     \item Masses, mixing angles, and coupling constants are computed (Secs.~\ref{sec:masses}–\ref{sec:ckm}).
156:     \item Modified gravity and cosmology emerge from the holonomy tensor (Secs.~\ref{sec:holonomy_tensor}–\ref{sec:cosmology})."
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,155,mass_or_fermion,CKM;mass;masses;up,"\item Masses, mixing angles, and coupling constants are computed (Secs.~\ref{sec:masses}–\ref{sec:ckm}).","153:     \item The information operator $O_I$ and its fluctuations, linked to the Riemann zeta zeros, are derived (Sec.~\ref{sec:operator}).
154:     \item The eigenvalues $\lambda$ for each particle are obtained from the Collatz orbit lengths (Sec.~\ref{sec:eigenvalues}).
155:     \item Masses, mixing angles, and coupling constants are computed (Secs.~\ref{sec:masses}–\ref{sec:ckm}).
156:     \item Modified gravity and cosmology emerge from the holonomy tensor (Secs.~\ref{sec:holonomy_tensor}–\ref{sec:cosmology}).
157:     \item Quantum entanglement is explained as White-Thread holonomy (Sec.~\ref{sec:fifth_force})."
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,157,white_thread,White-Thread,\item Quantum entanglement is explained as White-Thread holonomy (Sec.~\ref{sec:fifth_force}).,"155:     \item Masses, mixing angles, and coupling constants are computed (Secs.~\ref{sec:masses}–\ref{sec:ckm}).
156:     \item Modified gravity and cosmology emerge from the holonomy tensor (Secs.~\ref{sec:holonomy_tensor}–\ref{sec:cosmology}).
157:     \item Quantum entanglement is explained as White-Thread holonomy (Sec.~\ref{sec:fifth_force}).
158: \end{itemize}
159: "
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,177,mass_or_fermion,mass;up,"\item \textbf{$\alpha$ band (manifestation band):} A broad resonance centered at $R\approx1.37$, where complex structures manifest fully. This band governs the coupling strengths and the mass scale of heavy particles.","175:     \item \textbf{$\gamma$ band (base band):} The lowest resonance, occurring at $R\approx1.05$. This is the region where the system begins to differentiate; it corresponds to the simplest structures (neutrinos and light seeds).
176:     \item \textbf{$\beta$ band (crystallization band):} A sharp peak at $R\approx1.214377$, observed precisely for $n=2310$ (the product of the first four primes). This is the point where information condenses into stable matter (hadrons).
177:     \item \textbf{$\alpha$ band (manifestation band):} A broad resonance centered at $R\approx1.37$, where complex structures manifest fully. This band governs the coupling strengths and the mass scale of heavy particles.
178: \end{itemize}
179: "
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,204,tau_eigenvalue,tau,"The action \eqref{eq:action} measures the integrated deviation from perfect stability ($R=2$). On the Kähler manifold, the natural variable is a dimensionless radius $r$ (not to be confused with spatial distance). The function $R(\tau)$ in the action is identified with the divisor function evaluated on a suitably defined ""collective coordinate"" representing the entire manifold's state.","202: \label{sec:Rcrit_derivation}
203: 
204: The action \eqref{eq:action} measures the integrated deviation from perfect stability ($R=2$). On the Kähler manifold, the natural variable is a dimensionless radius $r$ (not to be confused with spatial distance). The function $R(\tau)$ in the action is identified with the divisor function evaluated on a suitably defined ""collective coordinate"" representing the entire manifold's state.
205: 
206: Minimizing the action leads to an Euler–Lagrange equation whose solution is a trajectory in meta-time. However, the most important feature is not the whole trajectory but the existence of a critical point $R_{\text{crit}}$ where the system undergoes a phase transition. This point is determined by balancing two competing tendencies:"
00_original_metatime/Metatime-main/MetaTheory_260218_073120.txt,218,white_thread,White-Thread,"where the right-hand side represents the gradient of the potential $(R-2)^2$ evaluated near the $\beta$ band. Solving for $R_{\text{crit}}$ requires an expression for $K$. In Kähler geometry, the scalar curvature for $\mathbb{CP}^1$ with Fubini–Study metric is constant and equals $2$ in appropriate units, but here we are dealing with an effective curvature induced by the White-Thread holonomies. Detailed analysis (see Appendix~\ref{app:curvature}) gives","216: \frac{K}{\alpha} = \frac{\beta - \gamma}{R_{\text{crit}}^2},
217: \end{equation}
218: where the right-hand side represents the gradient of the potential $(R-2)^2$ evaluated near the $\beta$ band. Solving for $R_{\text{crit}}$ requires an expression for $K$. In Kähler geometry, the scalar curvature for $\mathbb{CP}^1$ with Fubini–Study metric is constant and equals $2$ in appropriate units, but here we are dealing with an effective curvature induced by the White-Thread holonomies. Detailed analysis (see Appendix~\ref{app:curvature}) gives
219: \[
220: K = \frac{\alpha + \gamma}{\beta}."
